Bike number,Bike serviceable,Station number,Station name,Station capacity
W23198,t,32064,Amherst Ave & Prichard Rd,12
W23199,t,32215,Reston Station,16
W23200,t,32044,Rockville Metro East,13
W23202,f,,,
W23203,t,31105,14th & Harvard St NW,12
W23204,t,31509,New Jersey Ave & R St NW,27
W23205,t,31266,11th & M St NW,14
W23206,t,31624,North Capitol St & F St NW,24
W23208,t,31622,13th & D St NE,35
W23209,t,32063,Amherst Ave & Elkins St,12
W23210,t,32063,Amherst Ave & Elkins St,12
W23211,t,31006,S Joyce & Army Navy Dr,22
W23212,t,31207,Georgia Ave and Fairmont St NW,8
W23213,t,31237,25th St & Pennsylvania Ave NW,18
W23214,f,,,
W23215,t,31519,1st & O St NW,19
W23216,t,32219,Reston YMCA,7
W23217,f,,,
W23218,t,32206,Jones Branch & Westbranch Dr,5
W23219,f,,,
W23220,t,31207,Georgia Ave and Fairmont St NW,8
W23221,t,31314,34th & Water St NW,24
W23222,t,32214,Reston Town Center Transit Station,17
W23223,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W23224,t,31400,Georgia & New Hampshire Ave NW,18
W23225,t,31044,King St & Patrick St,9
W23226,t,31051,Arlington Blvd & N Queen St,17
W23227,t,31407,14th St & Colorado Ave NW,7
W23228,t,31505,Eckington Pl & Q St NE,16
W23229,t,31625,3rd & G St SE,27
W23230,t,31626,15th St & Massachusetts Ave SE,23
W23231,t,31112,Harvard St & Adams Mill Rd NW,17
W23232,t,31289,Henry Bacon Dr & Lincoln Memorial Circle NW,21
W23233,f,,,
W23234,t,31622,13th & D St NE,35
W23235,t,31413,3rd & Underwood St NW,10
W23236,f,,,
W23237,t,31912,Mount Vernon Ave & Bruce St,10
W23238,f,,,
W23239,f,,,
W23240,t,31281,8th & O St NW,26
W23241,f,,,
W23242,t,32066,Windham Ln & Amherst Ave,8
W23243,t,31619,Lincoln Park / 13th & East Capitol St NE ,30
W23244,t,31708,Anacostia Ave & Benning Rd NE / River Terrace ,21
W23245,t,31023,Fairfax Dr & Wilson Blvd,14
W23246,t,31085,Mount Vernon Ave & E Nelson Ave,13
W23247,t,32223,North Shore Dr & Village Rd,14
W23248,t,32223,North Shore Dr & Village Rd,14
W23249,t,32209,North Shore & Cameron Crescent Dr/Crescent Apartments,9
W23250,t,31802,Good Hope Rd & MLK Ave SE,4
W23251,t,32205,Westpark & Jones Branch Dr,11
W23252,t,31068,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,11
W23253,t,31518,New York Ave & Hecht Ave NE,24
W23254,t,32218,Temporary Rd & Old Reston Ave,7
W23255,t,31623,Columbus Circle / Union Station,51
W23256,t,32063,Amherst Ave & Elkins St,12
W23257,t,31414,Georgia Ave & Piney Branch Rd NW,12
W23258,f,,,
W23259,t,31639,2nd & G St NE,36
W23260,t,31917,N Lynn St & Fairfax Dr,17
W23262,t,32214,Reston Town Center Transit Station,17
W23263,t,31631,8th & F St NE,19
W23264,t,32215,Reston Station,16
W23265,t,31076,Shirlington Transit Center / S Quincy & Randolph St,16
W23266,t,32218,Temporary Rd & Old Reston Ave,7
W23267,t,32038,King Farm Blvd & Piccard Dr,4
W23274,t,32066,Windham Ln & Amherst Ave,8
W23284,t,32066,Windham Ln & Amherst Ave,8
W23290,t,32065,Grandview & Blueridge Ave,6
,,31072,31st & Woodrow St S,5
,,31316,Yuma St & Tenley Circle NW,5
,,32211,Reston Regional Library,3
,,31259,20th St & Virginia Ave NW,5
,,32000,Norfolk Ave & Fairmont St,6
,,32042,Shady Grove Hospital,8
,,31251,12th & L St NW,2
,,31283,14th & L St NW,6
,,31261,21st St & Constitution Ave NW,2
,,31507,1st & Washington Hospital Center NW,8
,,32030,Broschart & Blackwell Rd,8
,,32021,47th & Elm St,7
,,31017,Wilson Blvd & N Uhle St,7
,,32202,Solutions & Greensboro Dr,4
,,31292,22nd St & Constitution Ave NW,5
,,31089,Court House Metro / 15th & N Uhle St ,1
,,31113,Columbia Rd & Belmont St NW,3
,,31706,Fairfax Village,3
,,31220,US Dept of State / Virginia Ave & 21st St NW,1
